Name,Path,Folder,Folder ID,Folder URL,Extension,Page Count,Page Count Source,Size (KB),Created,Modified,File ID,File URL,Duplicate
Dignity Health - Mediation Records.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)/Dignity Health - Mediation Records.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Mediation Brief (*includes lost wages & lien info)",365775637266,https://app.box.com/folder/365775637266,.pdf,32,pdf_parsed,558.5,2026-02-12,2026-02-12,2132940476466,https://app.box.com/file/2132940476466,Yes
2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates/2023-09-05 - Apara - Pltf's Alta Bates Medical Records (2).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates",365775663666,https://app.box.com/folder/365775663666,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940567666,https://app.box.com/file/2132940567666,Yes
"Dominican Hospital Billing, 12.22.2019 (duplicate).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates/Dominican Hospital Billing, 12.22.2019 (duplicate).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates",365775663666,https://app.box.com/folder/365775663666,.pdf,12,pdf_parsed,570.5,2026-02-12,2026-02-12,2132940562866,https://app.box.com/file/2132940562866,No
"Dominican Hospital-Billing, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates/Dominican Hospital-Billing, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/*Duplicates",365775663666,https://app.box.com/folder/365775663666,.pdf,14,pdf_parsed,1522.9,2026-02-12,2026-02-12,2132940565266,https://app.box.com/file/2132940565266,No
2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/2026-01 - Apara - Ceritficate of No Records (East Bay Post-Acute Healthcare Center) Tag 12 - Subpoena.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,11,pdf_parsed,579.2,2026-02-12,2026-02-12,2132940488466,https://app.box.com/file/2132940488466,Yes
"Alta Bates Summit Medical Ctr Bill, 6.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Alta Bates Summit Medical Ctr Bill, 6.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,14,pdf_parsed,1143.3,2026-02-12,2026-02-12,2132940505266,https://app.box.com/file/2132940505266,No
"Alta Bates Summit Medical Ctr Bills, 6.22.19-2.11.20.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Alta Bates Summit Medical Ctr Bills, 6.22.19-2.11.20.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,16,pdf_parsed,2342.5,2026-02-12,2026-02-12,2132940490866,https://app.box.com/file/2132940490866,No
"Alta Bates Summit Medical Ctr Medicals, 6.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Alta Bates Summit Medical Ctr Medicals, 6.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,60,pdf_parsed,2104.7,2026-02-12,2026-02-12,2132940493266,https://app.box.com/file/2132940493266,No
"Dominican Hospital Bills, 12.22.2019.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Dominican Hospital Bills, 12.22.2019.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,12,pdf_parsed,570.5,2026-02-12,2026-02-12,2132940510066,https://app.box.com/file/2132940510066,No
"Dominican Hospital Medical, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Dominican Hospital Medical, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,103,pdf_parsed,14755.5,2026-02-12,2026-02-12,2132940500466,https://app.box.com/file/2132940500466,No
"Dominican Hospital-Med, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Dominican Hospital-Med, 12.22.19.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,130,pdf_parsed,20532.6,2026-02-12,2026-02-12,2132940502866,https://app.box.com/file/2132940502866,No
Index.boxnote,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Index.boxnote","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.boxnote,N/A,N/A,16.5,2026-03-04,2026-03-04,2153998072799,https://app.box.com/file/2153998072799,No
"National Brain Injury Institute Invoice, 6.5.24-7.20.24.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/National Brain Injury Institute Invoice, 6.5.24-7.20.24.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,1,pdf_parsed,67.1,2026-02-12,2026-02-12,2132940498066,https://app.box.com/file/2132940498066,No
"National Brain Injury Institute Medical Record, 8.13.24.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/National Brain Injury Institute Medical Record, 8.13.24.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,39,pdf_parsed,1092.6,2026-02-12,2026-02-12,2132940507666,https://app.box.com/file/2132940507666,No
"Sutter Medical Foundation, 4.22.20-9.29.22.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records/Sutter Medical Foundation, 4.22.20-9.29.22.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Medical & Billing Records",365775639666,https://app.box.com/folder/365775639666,.pdf,19,pdf_parsed,982.5,2026-02-12,2026-02-12,2132940495666,https://app.box.com/file/2132940495666,No
2019-12-21 Santa Cruz Police Report (CATALYST 1-13).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Police Report/2019-12-21 Santa Cruz Police Report (CATALYST 1-13).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Police Report",365775646866,https://app.box.com/folder/365775646866,.pdf,13,pdf_parsed,1993.5,2026-02-12,2026-02-12,2132940514866,https://app.box.com/file/2132940514866,Yes
"2022-06-01 Catalyst RFPD to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Requests for Production of Docs/2022-06-01 Catalyst RFPD to Apara, Set 1.pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Requests for Production of Docs",365775658866,https://app.box.com/folder/365775658866,.pdf,8,pdf_parsed,2734.0,2026-02-12,2026-02-12,2132940555666,https://app.box.com/file/2132940555666,Yes
"2022-07-01 Pltf Response to Def Catalyst RFPS - Set One (Photos, Ltrs, etc.).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Requests for Production of Docs/2022-07-01 Pltf Response to Def Catalyst RFPS - Set One (Photos, Ltrs, etc.).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Requests for Production of Docs",365775658866,https://app.box.com/folder/365775658866,.pdf,42,pdf_parsed,2575.0,2026-02-12,2026-02-12,2132940550866,https://app.box.com/file/2132940550866,No
2022-07-25 - Apara - Pltf Response to Def Catalyst RFPS - Supplemental(108559860.1).pdf,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/W2s & 1040's/2022-07-25 - Apara - Pltf Response to Def Catalyst RFPS - Supplemental(108559860.1).pdf","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/W2s & 1040's",365775654066,https://app.box.com/folder/365775654066,.pdf,19,pdf_parsed,6745.4,2026-02-12,2026-02-12,2132940541266,https://app.box.com/file/2132940541266,Yes
Apara v. The Catalyst Nightclub_(detailed).xlsx,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Apara v. The Catalyst Nightclub_(detailed).xlsx","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)",365775634866,https://app.box.com/folder/365775634866,.xlsx,N/A,N/A,30.3,2026-02-12,2026-02-12,2132940462066,https://app.box.com/file/2132940462066,No
Apara v. The Catalyst Nightclub_(for Report).docx,"Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)/Apara v. The Catalyst Nightclub_(for Report).docx","Apara v. The Catalyst Nightclub, et al (Large File - No Med Chron)",365775634866,https://app.box.com/folder/365775634866,.docx,N/A,N/A,25.6,2026-02-12,2026-02-12,2132940464466,https://app.box.com/file/2132940464466,No
