Name,Path,Folder,Extension,Page Count,Page Count Source,Size (KB),Created,Modified,File ID,Duplicate
2025-11-24 John Doe 5b's Answers to Gay's 1st Roggs (Noah Zoellner) (Final).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Answers to Gay's 1st Roggs (Noah Zoellner) (Final).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,24,pdf_parsed,253.6,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 5b's Answers to Hemstreet's 1st Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Answers to Hemstreet's 1st Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,25,pdf_parsed,265,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 5b's answers to Huhman's 1st Roggs's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's answers to Huhman's 1st Roggs's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,38,pdf_parsed,329.6,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 5b's Answers to Sage's 1st Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Answers to Sage's 1st Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,21,pdf_parsed,249.3,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 5b's Answers to Tatro's 2nd Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Answers to Tatro's 2nd Roggs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,30,pdf_parsed,311.5,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 5b's Responses to Caywood's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's Responses to Caywood's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,8,pdf_parsed,153.5,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 5b's Responses to Caywood's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Responses to Caywood's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,8,pdf_parsed,153.5,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 5b's Responses to Gay's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's Responses to Gay's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,151.4,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 5b's Responses to Gay's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Responses to Gay's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,7,pdf_parsed,151.4,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 5b's Responses to Hemstreet's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's Responses to Hemstreet's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,8,pdf_parsed,151.1,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 5b's Responses to Hemstreet's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Responses to Hemstreet's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,8,pdf_parsed,151.1,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 5b's responses to Huhman's 1st RFP's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's responses to Huhman's 1st RFP's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,25,pdf_parsed,218.1,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 5b's responses to Huhman's 1st RFP's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's responses to Huhman's 1st RFP's (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,25,pdf_parsed,218.1,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 5b's Responses to Sage's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's Responses to Sage's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,150.3,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 5b's Responses to Sage's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Responses to Sage's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,7,pdf_parsed,150.3,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 5b's Responses to Tatro's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 5b's Responses to Tatro's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,8,pdf_parsed,165.3,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 5b's Responses to Tatro's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS/2025-11-24 John Doe 5b's Responses to Tatro's 1st RFPs (Noah Zoellner)(FINAL).pdf,Doe et al. v. Liberty Healthcare et al/05b_Noah Zoellner (JD5B)/_PLEADINGS,.pdf,8,pdf_parsed,165.3,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 6b's Answers to Caywood's 1st Roggs's (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Caywood's 1st Roggs's (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,21,pdf_parsed,251.2,3/18/26,3/18/26,2.1691E+12,No
2025-11-24 John Doe 6b's Answers to Gay's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Gay's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,21,pdf_parsed,251.3,3/18/26,3/18/26,2.1691E+12,No
2025-11-24 John Doe 6b's Answers to Hemstreet's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Hemstreet's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,21,pdf_parsed,251.8,3/18/26,3/18/26,2.1691E+12,No
2025-11-24 John Doe 6b's Answers to Huhman's 1st Roggs's (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Huhman's 1st Roggs's (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,32,pdf_parsed,314.4,3/18/26,3/18/26,2.1691E+12,No
2025-11-24 John Doe 6b's Answers to Sage's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Sage's 1st Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,21,pdf_parsed,251.4,3/18/26,3/18/26,2.16909E+12,No
2025-11-24 John Doe 6b's Answers to Tatro's 2nd Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Answers to Tatro's 2nd Roggs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,25,pdf_parsed,361.4,3/18/26,3/18/26,2.16911E+12,No
2025-11-24 John Doe 6b's Responses to Caywood's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Caywood's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,154.8,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 6b's Responses to Caywood's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Caywood's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,7,pdf_parsed,154.8,3/18/26,3/18/26,2.16909E+12,Yes
2025-11-24 John Doe 6b's Responses to Gay's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Gay's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,154.4,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 6b's Responses to Gay's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Gay's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,7,pdf_parsed,154.4,3/18/26,3/18/26,2.1691E+12,Yes
2025-11-24 John Doe 6b's Responses to Hemstreet's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Hemstreet's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,154.5,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 6b's Responses to Hemstreet's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Hemstreet's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,7,pdf_parsed,154.5,3/18/26,3/18/26,2.1691E+12,Yes
2025-11-24 John Doe 6b's Responses to Huhman's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Huhman's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,25,pdf_parsed,287.5,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 6b's Responses to Huhman's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Huhman's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,25,pdf_parsed,287.5,3/18/26,3/18/26,2.1691E+12,Yes
2025-11-24 John Doe 6b's Responses to Sage's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Sage's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,153.9,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 6b's Responses to Sage's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Sage's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,7,pdf_parsed,153.9,3/18/26,3/18/26,2.1691E+12,Yes
2025-11-24 John Doe 6b's Responses to Tatro's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 6b's Responses to Tatro's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,165.9,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 6b's Responses to Tatro's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS/2025-11-24 John Doe 6b's Responses to Tatro's 1st RFPs (Nathan Stinnett)(Final).pdf,Doe et al. v. Liberty Healthcare et al/06b_Nathan Stinnett (John Doe 6B)/_PLEADINGS,.pdf,7,pdf_parsed,165.9,3/18/26,3/18/26,2.1691E+12,Yes
2025-11-24 John Doe 7B's Answers to Caywood's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Caywood's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,21,pdf_parsed,249.6,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 7B's Answers to Gay's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Gay's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,21,pdf_parsed,249.6,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 7B's Answers to Hemstreet's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Hemstreet's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,21,pdf_parsed,249.9,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 7B's Answers to Huhman's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Huhman's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,39,pdf_parsed,336.1,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 7B's Answers to Sage's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Sage's 1st Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,21,pdf_parsed,249.9,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 7B's Answers to Tatro's 2nd Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Answers to Tatro's 2nd Roggs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,27,pdf_parsed,272.6,3/18/26,3/18/26,2.16908E+12,No
2025-11-24 John Doe 7B's Responses to Caywood's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Caywood's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,157.3,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Caywood's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Caywood's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,7,pdf_parsed,157.3,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Gay's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Gay's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,156.6,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 7B's Responses to Gay's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Gay's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,7,pdf_parsed,156.6,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 7B's Responses to Hemstreet's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Hemstreet's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,156.6,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Hemstreet's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Hemstreet's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,7,pdf_parsed,156.6,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Huhman's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Huhman's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,26,pdf_parsed,219.7,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Huhman's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Huhman's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,26,pdf_parsed,219.7,3/18/26,3/18/26,2.16907E+12,Yes
2025-11-24 John Doe 7B's Responses to Sage's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Sage's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,156.7,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 7B's Responses to Sage's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Sage's 1st RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,7,pdf_parsed,156.7,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 7B's Responses to Tatro's  2nd RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps/2025-11-24 John Doe 7B's Responses to Tatro's  2nd RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/00_All Cases/LIBERTY - Disc Resps,.pdf,7,pdf_parsed,636.3,3/18/26,3/18/26,2.16906E+12,Yes
2025-11-24 John Doe 7B's Responses to Tatro's  2nd RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS/2025-11-24 John Doe 7B's Responses to Tatro's  2nd RFPs (Richard Peters)(Final).pdf,Doe et al. v. Liberty Healthcare et al/07b_Richard Peters (John Doe 7B)/_PLEADINGS,.pdf,7,pdf_parsed,636.3,3/18/26,3/18/26,2.16908E+12,Yes
2025-11-24 John Doe 8B's Answers to Caywood's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Caywood's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,19,pdf_parsed,231.9,3/18/26,3/18/26,2.16906E+12,No
2025-11-24 John Doe 8B's Answers to Gay's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Gay's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,19,pdf_parsed,232,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 8B's Answers to Hemstreet's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Hemstreet's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,19,pdf_parsed,232.3,3/18/26,3/18/26,2.16906E+12,No
2025-11-24 John Doe 8B's Answers to Huhman's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Huhman's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,39,pdf_parsed,326.3,3/18/26,3/18/26,2.16906E+12,No
2025-11-24 John Doe 8B's Answers to Sage's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Sage's 1st Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,19,pdf_parsed,232.2,3/18/26,3/18/26,2.16907E+12,No
2025-11-24 John Doe 8B's Answers to Tatro's 2nd Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS/2025-11-24 John Doe 8B's Answers to Tatro's 2nd Roggs (Gage Luke)(Final).pdf,Doe et al. v. Liberty Healthcare et al/08b_Gage Luke (John Doe 8B)/_PLEADINGS,.pdf,25,pdf_parsed,264,3/18/26,3/18/26,2.16906E+12,No
